comment,label,df,cleaned
මෙකිට 25කියල පෙන්නෙ මටවිතරද බං. ලමයි 5ඉන්නව කියන්නෙ එපස්දෙනා මිනිස්සු කිදෙනෙක්ගෙද දන්නෑ නේ,1,B,මෙකිට කියල පෙ මටවිතර බං ලමයි ඉන්නව කිය එපස්දෙ මිනිස්ස කිදෙනෙක්ගෙ දන්නෑ නේ
මෙකිට කොරොනා.. ,1,B,මෙකිට කොරො
මෙකිට තියෙන්නේ ඉරිශියාව කුහක බැල්ලී ...ලoකාවෙ කෝරෝනා නැතුවෙයි කියලා ව්ස්කි බැල්ලී ...වැල්ලෙ මාලු ව්කුනපු උන් බෝට්ටු වෙන් ගිහින් උම්බෑ කියනවා....තිරිසන් ගෑනි තො ලoකාවට එන්නත් එපා...තොගෙ ම්නිය අපෙ ලoකාවෙ පොලවට එපා වෙසා බැල්ලී ...තො යකො කෑවෙ මුලින්ම ලoකාවෙ බත් ..ගියෙ ලoකාවෙ ඉස්කොලේ නොදකින්.අවලම් බැල්ලී තො ජානාදිපති ද .ආ අපෙ රටට බනින්න අපෙ පොලිසියට බනින්න ...පට්ට පදුරු බැල්ලී ....වයිරස් එකක් මෙක මල් පුදලා ම්නී වලලන්න බැ ...යකො අපිත් ව්ඩ්යො දැක්කා රෙද්දක් ඔතලා අවන් එකට දාන්නෙ ගොන් බැල්ලී තොට කෝරෝනා ම හැදිය ...,1,B,මෙකිට තියෙ ඉරිශියා කුහක බැල්ල ලකාවෙ කෝරෝ නැතුවෙ කියලා ව්ස් බැල්ල වැල්ල මාලු ව්කුන උන් බෝට්ට වෙන් ගිහ උම්බෑ කිය තිරිස ගෑනි තො ලකාවට එන්න එපා තොගෙ ම්නිය අපෙ ලකාවෙ පොලවට එපා වෙසා බැල්ල තො යකො කෑවෙ මුලින් ලකාවෙ බත් ගියෙ ලකාවෙ ඉස්කොල නොද අවලම් බැල්ල තො ජානාදිප ද ආ අපෙ රටට බනි අපෙ පොලිසි බනි පට්ට පදුරු බැල්ල වයිරස එකක් මෙක මල් පුදලා ම්නී වලල බැ යකො අපිත් ව්ඩ්ය දැක් රෙද්ද ඔතලා අවන් එකට දා ගොන් බැල්ල තොට කෝරෝ ම හැදිය
මෙකිට මුල අමතක වෙලා මෙකි ඉපදුනෙත් මෙ වගෙ උතුම් රටක දැන් ඉතලිය ලොකු වෙලා මෙකිට.ඔකුන්ට ගහලා පන්නන්න ඔනෙ.,1,B,මෙකිට මුල අමතක වෙලා මෙකි ඉපදුනෙ මෙ වගෙ උතුම් රටක දැන් ඉතලිය ලොකු වෙලා මෙකිට ඔක ගහලා පන්න ඔනෙ
මෙකී ta පිස්සු wage,1,B,මෙකී පිස්ස
මෙකී එල්ලුම්ගස් අරින්න ඕනි ,1,B,මෙකී එල්ලුම්ගස අරි ඕනි
මෙකී මොනා බලාපොරොත්තුව ද මේ විදියට පිස්සු බැල්ලියක් වගේ කෑ ගහන්නේ ළමයි 5 නෙවෙයි දහයක් හැදුවත් අපිට ප්‍රශ්නයක් නෑ මෝඩකම ප්‍රදර් ශනය කරන්නේ නැතුව ඉන්න තැනකට වෙලා හිටපං,1,B,මෙකී මොනා බලාපොරොත්ත ද මේ විදි පිස්ස බැල්ලි වගේ කෑ ගහ ළමයි නෙවෙ දහයක් හැද අපිට ප්‍රශ්න නෑ මෝඩකම ප්‍රදර ශනය කර නැතුව ඉන්න තැනකට වෙලා හිටපං
මෙකීට මෝගල් තද වෙලා,1,B,මෙකීට මෝගල් තද වෙලා
"මෙකෙ තියෙන comments ටික මෙකි බලුවනම්.. මෙකිට 6 එකා normal හම්බ වෙනවා ... පව් මෙකිගෙ දෙමාපියන,දරුවන්",1,B,මෙකෙ තියෙන ටික මෙකි බලුවන මෙකිට එකා හම්බ වෙනවා පව් මෙ දෙමාපිය දරු
මෙකෙන් කාපන්,0,B,මෙ කාපන්
මෙච්චර කල් සද්ද නැතිව ඉදලා අවශ්‍ය තැනදි වැඩේ එලටම දීලා තියෙනවා..ජය වේවා සැමටම...,0,B,මෙච්චර කල් සද්ද නැතිව ඉදලා අවශ්‍ තැනදි වැඩේ එලටම දීලා තියෙ ජය වේවා සැමටම
මෙච්චර කල් හිතුවේ ඇත්තටම ඒ කියලා.. එහෙම්මමයි ,0,B,මෙච්චර කල් හිත ඇත්ත ඒ කියලා එහෙම්මම
මෙච්චර කාලෙකට කිසිම කෙනෙක් ඇඟිල්ල දික්කරන්න මේ මුතු අමුතු ඇටේට මුතු ඇත්තේද මේ ශ්‍රී ලංකා මාතෘභූමියට තෝ වගේ ගොන් වැස්සියක් හෝ ගොන් හරකෙක් නෙවෙයි තොට කියන්න ඉතින් වචන නෑ ඔටෝ ඇවිල්ලා මෙහේ ගුරු ගෑනියක් හෝ මෝල් හූර හූර කොටුවකට වෙන්නේ හෝ මේ ලස්සන ගැන කතා කරනවා අනේ කඩප්පුලි කඩප්පුලි දහදුරා ගෑනි බලු ගැන,1,B,මෙච්චර කාලෙ කිසිම කෙන ඇඟ දික්කර මේ මුතු අමුතු ඇටේට මුතු ඇත්තේ මේ ශ්‍රී ලංකා මාතෘභූමි තෝ වගේ ගොන් වැස්සි හෝ ගොන් හර නෙවෙ තොට කිය ඉතින් වචන නෑ ඔටෝ ඇවි මෙහේ ගුරු ගෑ හෝ මෝල් හූර හූර කොටු වෙ හෝ මේ ලස්සන ගැන කතා කරනවා අනේ කඩප්පුලි කඩප්පුලි දහදුර ගෑනි බලු ගැන
මෙච්චර බාල්දු කරල කතා කතා කරද්දි මළකුණ වත් මේ රටේ වල දාන්න සුදුසු නෑ,1,B,මෙච්චර බාල්ද කරල කතා කතා කරද්දි මළකුණ වත් මේ රටේ වල දාන්න සුදුස නෑ
"මෙතන වැරැද්ද තමයි ,මේ පකයවයි,උන්ගේ ජමාත් කල්ලි තහනම් නොකර තවමත් ඉන්න එකයි.පේනවනේ ජමාත් කල්ලි පිටරට ගිහින් කොරෝනා වස0ගතය අපේ රටේ බෝ කරන හැටි.",1,B,මෙතන වැරැද් තමයි මේ පකය උන්ගේ ජමාත් කල්ලි තහනම් නොකර තවමත් ඉන්න එකයි පේනවන ජමාත් කල්ලි පිටරට ගිහ කොරෝ වසගතය අපේ රටේ බෝ කරන හැටි
මෙතනත් 3% පොන්නයොයි පොන්න යුඑන්පි පක්කුයි නැතිවම නෙවෙයි .,1,B,මෙතන පොන්නයො පොන්න යුඑන්පි පක්කු නැතිව නෙවෙ
මෙතැන් පටන් මුස්ලිම් ජනයාට antibiotic වෙනුවට පස් දෙනු. වියදමත් අඩුයිනේ. ,1,B,මෙතැ පටන් මුස්ලි ජනයාට වෙනු පස් දෙනු වියදම අඩුයින
